Festival,Year,Festival_Month,Festival_Month_Num,Festival_Dates,Artist,Artist_Country,Viberate_Rank_Overall,Viberate_Rank_Genre,Viberate_Rank_Subgenre,Genre,Subgenre,Festival_Performances_Last_12M
Download Festival,2024,June,6,"Jun 14-16",Hoobastank,USA,1876,171,83,Rock,Alternative Rock,5 Festivals
Download Festival,2023,June,6,"Jun 8-11",Metallica,USA,98,1,1,Metal,Heavy Metal,3 Festivals
Download Festival,2023,June,6,"Jun 8-11",Slipknot,USA,297,3,2,Metal,Alternative Metal,15 Festivals
Download Festival,2023,June,6,"Jun 8-11",Evanescence,USA,340,23,14,Rock,Alternative Rock,3 Festivals
Download Festival,2023,June,6,"Jun 8-11",Bring Me the Horizon,GBR,582,11,1,Metal,Metalcore/Deathcore,10 Festivals
Download Festival,2023,June,6,"Jun 8-11",Three Days Grace,CAN,605,54,34,Rock,Alternative Rock,8 Festivals
Download Festival,2023,June,6,"Jun 8-11",Disturbed,USA,641,59,37,Rock,Alternative Rock,1 Festival
Download Festival,2023,June,6,"Jun 8-11",Five Finger Death Punch,USA,1059,15,1,Metal,Groove Metal,5 Festivals
Download Festival,2023,June,6,"Jun 8-11",Ghost,SWE,1224,116,32,Rock,Hard Rock,0 Festival
Download Festival,2023,June,6,"Jun 8-11",Simple Plan,CAN,1356,8,9,Punk,Pop Punk,9 Festivals
Download Festival,2023,June,6,"Jun 8-11",Motionless In White,USA,1784,24,4,Metal,Metalcore/Deathcore,19 Festivals
Download Festival,2022,June,6,"Jun 10-12",Deftones,USA,431,6,5,Metal,Alternative Metal,21 Festivals
Download Festival,2022,June,6,"Jun 10-12",Megadeth,USA,438,7,2,Metal,Thrash Metal,4 Festivals
Download Festival,2022,June,6,"Jun 10-12",Korn,USA,523,10,7,Metal,Alternative Metal,18 Festivals
Download Festival,2022,June,6,"Jun 10-12",Skillet,USA,578,47,29,Rock,Alternative Rock,11 Festivals
Download Festival,2022,June,6,"Jun 10-12",KISS,USA,584,49,19,Rock,Hard Rock,3 Festivals
Download Festival,2022,June,6,"Jun 10-12",Iron Maiden,GBR,711,13,7,Metal,Heavy Metal,3 Festivals
Download Festival,2022,June,6,"Jun 10-12",Shinedown,USA,1359,128,61,Rock,Alternative Rock,5 Festivals
Download Festival,2022,June,6,"Jun 10-12",Sleep Token,GBR,1487,19,2,Metal,Progressive Metal,5 Festivals
Download Festival,2022,June,6,"Jun 10-12",Rise Against,USA,2291,11,1,Punk,Hardcore Punk,9 Festivals
Download Festival,2022,June,6,"Jun 10-12",Daughtry,USA,2293,214,106,Rock,Alternative Rock,6 Festivals
Download Festival,2019,June,6,"Jun 14-16",Slipknot,USA,297,3,2,Metal,Alternative Metal,15 Festivals
Download Festival,2019,June,6,"Jun 14-16",Three Days Grace,CAN,605,54,34,Rock,Alternative Rock,8 Festivals
Download Festival,2019,June,6,"Jun 14-16",Def Leppard,GBR,609,55,21,Rock,Hard Rock,5 Festivals
Download Festival,2019,June,6,"Jun 14-16",The Smashing Pumpkins,USA,1042,97,55,Rock,Alternative Rock,6 Festivals
Download Festival,2019,June,6,"Jun 14-16",Tool,USA,1284,119,4,Rock,Progressive Rock,3 Festivals
Download Festival,2019,June,6,"Jun 14-16",Stone Temple Pilots,USA,1693,154,74,Rock,Alternative Rock,3 Festivals
Download Festival,2019,June,6,"Jun 14-16",Rob Zombie,USA,1700,23,11,Metal,Heavy Metal,5 Festivals
Download Festival,2019,June,6,"Jun 14-16",Our Last Night,USA,1853,168,81,Rock,Alternative Rock,0 Festival
Download Festival,2019,June,6,"Jun 14-16",Godsmack,USA,1866,26,16,Metal,Alternative Metal,1 Festival
Download Festival,2019,June,6,"Jun 14-16",Slayer,USA,2035,28,4,Metal,Thrash Metal,3 Festivals
Download Festival,2018,June,6,"Jun 8-10",Guns N' Roses,USA,103,7,3,Rock,Hard Rock,7 Festivals
Download Festival,2018,June,6,"Jun 8-10",Avenged Sevenfold,USA,407,5,2,Metal,Heavy Metal,7 Festivals
Download Festival,2018,June,6,"Jun 8-10",Ozzy Osbourne,GBR,507,8,4,Metal,Heavy Metal,0 Festival
Download Festival,2018,June,6,"Jun 8-10",Marilyn Manson,USA,951,86,52,Rock,Alternative Rock,10 Festivals
Download Festival,2018,June,6,"Jun 8-10",Shinedown,USA,1359,128,61,Rock,Alternative Rock,5 Festivals
Download Festival,2018,June,6,"Jun 8-10",Sleep Token,GBR,1487,19,2,Metal,Progressive Metal,5 Festivals
Download Festival,2018,June,6,"Jun 8-10",Babymetal,JPN,1515,20,13,Metal,Alternative Metal,2 Festivals
Download Festival,2018,June,6,"Jun 8-10",Bullet For My Valentine,GBR,2102,29,5,Metal,Metalcore/Deathcore,14 Festivals
Download Festival,2018,June,6,"Jun 8-10",Rise Against,USA,2291,11,1,Punk,Hardcore Punk,9 Festivals
Download Festival,2018,June,6,"Jun 8-10",Volbeat,DNK,2649,34,15,Metal,Heavy Metal,0 Festival
