"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers Total","Spotify Streams Total","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers Total","YouTube Views Total","YouTube Likes Total","Social Rank","TikTok Followers Total","Instagram Followers Total","Facebook Followers Total","Deezer Fans Total","SoundCloud Followers Total","Radio Airplay Rank","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points Total"
"227","Riton","United Kingdom","Electronic","Warner Music Group, Universal Music Group, Sony Music Entertainment, Big Indie Labels, BMG","4348","1462","176128","2369285774","7990949","107664678","6665","247000","393194032","3523144","56127","58974","47818","35172","43792","48724","2802","1337","254","36","3262","21161.57369169013"
"228","Kaskade","United States","Electronic","Big Indie Labels, Warner Music Group, BMG","4352","3230","1020900","2539439733","4694601","60717078","9692","464000","491724300","3968275","7008","195015","1248833","1539296","170267","1497926","2179","233","982","142","10005","40526.74110580319"
"229","H2O Remix","Vietnam","Electronic","Big Indie Labels, Sony Music Entertainment","4376","23000","185698","57991076","535864","65107","1517","2730000","1005962907","2173138","763716","741","N/A","N/A","42","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"230","SLANDER","United States","Electronic","Big Indie Labels","4377","2481","620536","1996371381","4901360","44397508","4753","1040000","774242792","10701954","5277","423809","1139242","872742","34003","418225","16777","9043","190","77","4965","1473.9872251094066"
"231","Kuya Magik","Philippines","Electronic","Universal Music Group","4419","34939","6320","50661209","351915","3656972","1514","3270000","1048769259","5092916","7021","11614480","197895","781044","33","1334","N/A","N/A","N/A","N/A","N/A","N/A"
"232","Bakermat","Netherlands","Electronic","Big Indie Labels, Sony Music Entertainment, Warner Music Group","4426","2468","485568","1985494252","5034790","49808838","5156","391000","410844008","3414659","31076","26745","73123","234058","217550","345376","1716","3631","220","19","1928","6291.910320527234"
"233","Cheat Codes","United States","Electronic","Universal Music Group, Big Indie Labels, Warner Music Group, Sony Music Entertainment","4427","1258","2114066","5978202299","5688870","67819205","5745","762000","1008829732","9510820","17505","280643","545629","520175","172052","73874","1664","9314","154","40","2124","6134.887931572881"
"234","Alice Deejay","Netherlands","Electronic","Other Indie / Unsigned","4482","2336","244468","1614272086","8267551","30571292","6311","527000","516536299","3985851","60114","37114","44610","110631","38064","992","7456","16255","86","1","150","147.1410767419141"
"235","Like Mike","Belgium","Electronic","Big Indie Labels, Universal Music Group, Sony Music Entertainment, Warner Music Group","4495","1322","223182","1560807128","10037886","146141541","3037","44100","2697810723","25555666","13614","98844","1196745","48164","76539","2384","15099","748","498","107","18132","19900.93901372905"
"236","elysian.","United Kingdom","Electronic","Big Indie Labels","4527","4865","21449","182522663","6002874","16531380","4055","242000","101556852","1139576","76589","206","25191","14251","477","316815","N/A","N/A","N/A","N/A","N/A","N/A"
"237","Sonique","United Kingdom","Electronic","Big Indie Labels, Sony Music Entertainment","4537","2775","106682","437724800","6630555","53204088","25801","53000","4963782","49456","5677","124993","95014","N/A","9670","838","1594","211","177","6","767","17923.034115796618"
"238","Unjaps","Sweden","Electronic","Big Indie Labels","4539","3028","41238","384669311","9468602","9317878","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","310","53","382622","N/A","N/A","N/A","N/A","N/A"
"239","Tyler ICU","South Africa","Electronic","Big Indie Labels, Universal Music Group, Sony Music Entertainment, Warner Music Group","4540","6305","1536653","398401572","2376793","5877425","4899","563000","344438426","2295306","5349","586954","823384","1620354","45939","1285","14128","3428","198","2","47","906.563601146839"
"240","Adriatique","Switzerland","Electronic","Big Indie Labels, Universal Music Group, Sony Music Entertainment","4549","4820","382688","417982921","3872705","37935025","32708","94600","27718122","321890","4205","234044","1030367","322990","37277","309915","9892","52","191","89","9079","100429.29321051286"
"241","Gordo","United States","Electronic","Sony Music Entertainment","4550","3206","205619","483974967","4808028","102484805","13119","578000","196762538","2708085","3139","525283","1695821","991403","2187","646116","11133","102","39","23","1752","29205.841681174297"
"242","&ME","Germany","Electronic","BMG, Big Indie Labels","4580","3256","241947","710788957","4868114","40601847","53748","30700","11816614","156687","5327","170963","681376","149402","21409","172084","6676","11","182","91","16673","180876.90789869134"
"243","Dynoro","Lithuania","Electronic","Sony Music Entertainment, Big Indie Labels, Warner Music Group","4591","1572","324081","2672650031","6120458","82060752","3142","428000","2201903255","17745373","51262","47951","29557","20398","66614","9186","1289","28607","30","4","649","1948.359495777017"
"244","Roshan","Malaysia","Electronic","Big Indie Labels","4598","3665","38064","121920972","7011048","615533","609593","2","234","4","240496","N/A","8834","N/A","N/A","3016","152700","N/A","N/A","N/A","N/A","N/A"
"245","ODESZA","United States","Electronic","Big Indie Labels","4604","2297","1743969","3736470152","4950611","41173462","9413","831000","488978627","4698975","16138","206176","715320","524231","145619","781243","6581","4801","306","54","1431","1443.9931475388612"
"246","Mr JazziQ","South Africa","Electronic","Big Indie Labels, Warner Music Group","4608","10095","2101235","212571019","1060449","2867148","8740","531000","219969133","1779318","861","3079960","2256919","3180285","67112","4059","19283","16560","118","0","0","182.26968996033276"
