"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers Total","Spotify Streams Total","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers Total","YouTube Views Total","YouTube Likes Total","Social Rank","TikTok Followers Total","Instagram Followers Total","Facebook Followers Total","Deezer Fans Total","SoundCloud Followers Total","Radio Airplay Rank","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points Total"
"301","AURENZA","United Kingdom","Electronic","Other Indie / Unsigned","16348","16757","30393","37637552","774492","203058","44287","6820","1502863","18129","N/A","N/A","N/A","N/A","N/A","N/A","72138","N/A","N/A","N/A","N/A","N/A"
"302","Caiiro","South Africa","Electronic","BMG, Universal Music Group, Big Indie Labels","16400","15615","302847","142993300","852661","5791829","22531","137000","38430231","302952","31314","4833","181645","469676","13640","6717","26707","490","174","23","2043","15423.334306156448"
"303","Yello","Switzerland","Electronic","Other Indie / Unsigned","16428","16048","228727","235440084","701558","10890095","15320","168000","122122351","1234363","77556","N/A","22240","89406","44486","3755","2385","25531","200","3","226","739.1955609379366"
"304","ZWOTHE KEYS","South Africa","Electronic","Other Indie / Unsigned","16455","32754","32838","11624800","530327","154516","27765","15800","2295595","16560","N/A","N/A","N/A","N/A","N/A","N/A","287894","N/A","N/A","N/A","N/A","N/A"
"305","ZAC","Brazil","Electronic","Big Indie Labels","16516","29957","53447","49682718","502503","3359490","10092","728000","16363683","237473","18603","N/A","152692","53011","N/A","31958","78828","639","195","28","858","8551.532619306809"
"306","Chemical Surf","Brazil","Electronic","Big Indie Labels, Warner Music Group","16540","13397","251809","398242022","739795","9006318","19122","278000","231616799","2979683","23877","12181","425625","761945","102825","128354","14636","2300","252","53","2162","9449.705722788683"
"307","Zynyx","Mexico","Electronic","N/A","16577","15462","28155","62050550","1514658","3208696","37782","14600","1083318","23073","822611","N/A","N/A","N/A","385","940","N/A","N/A","N/A","N/A","N/A","N/A"
"308","Starjunk 95","Japan","Electronic","N/A","16621","19410","164036","92709833","827358","1632567","28859","53000","7127291","187836","21803","151028","152235","8401","3016","12904","120021","23341","34","7","214","53.374411621042455"
"309","Vandelux","United States","Electronic","Big Indie Labels, Universal Music Group, Sony Music Entertainment","16639","8173","135758","351172635","1807334","18662726","54289","15300","8214762","92486","5622","151452","258641","2232","1540","23366","9754","12408","78","6","52","168.56161712420067"
"310","DJ HEARTSTRING","Germany","Electronic","Big Indie Labels, Sony Music Entertainment, Universal Music Group, Warner Music Group","16952","15115","104115","158377395","1205402","10053801","64441","16200","2738024","40607","33700","N/A","142463","N/A","5006","84400","25087","1152","57","24","2522","5101.8542544058"
"311","Black Motion","South Africa","Electronic","Big Indie Labels, Warner Music Group","16991","25621","299409","91688694","562609","2245748","20350","87300","43627133","352192","13488","4925","452190","883062","79162","N/A","16004","24842","213","6","100","728.2056861507943"
"312","DJ Sammy","Spain","Electronic","Big Indie Labels, Universal Music Group, Warner Music Group","17049","8035","119764","371316746","1963274","18724327","39276","42700","46517233","332707","54337","1098","35422","116453","14773","8480","4399","12483","175","3","38","272.7375158409564"
"313","Jay Hardway","Netherlands","Electronic","Big Indie Labels, Warner Music Group","17130","14172","414026","401121463","486941","11202076","14700","141000","470576546","3838623","20523","3363","409102","886594","157994","131266","10785","6914","105","65","4441","4866.357679105872"
"314","Swimming Paul","France","Electronic","Big Indie Labels, Warner Music Group","17229","10442","91168","163090280","1706055","13137102","56805","11000","1965379","31734","31394","N/A","46649","204","2935","N/A","11875","3237","49","6","156","910.7290466094238"
"315","MEOW WOLF","United States","Electronic","Other Indie / Unsigned","17260","606529","343","56077","71","3252","15756","173000","46738370","588485","8951","217180","721746","672563","53","N/A","N/A","153385","1","0","0","0.2640204616055095"
"316","Kevin McKay","United Kingdom","Electronic","Big Indie Labels, Universal Music Group","17301","13550","43649","203706419","1339932","11731512","70113","19000","3321704","58780","11839","24366","54228","52514","2548","15231","6347","27","630","181","12158","157508.90659621204"
"317","LEWS","Sweden","Electronic","Big Indie Labels","17326","6781","2436","85915383","3707823","15428237","N/A","N/A","N/A","N/A","429063","N/A","2771","N/A","15","1","110793","N/A","N/A","N/A","N/A","N/A"
"318","St Germain","France","Electronic","Warner Music Group","17365","12241","373625","330803063","1052445","6319722","47874","57500","11589746","92644","55868","N/A","13730","87005","68652","10986","6499","8001","100","19","729","1082.3414606600018"
"319","DJ DIMIXER","Russian Federation","Electronic","Big Indie Labels, Warner Music Group","17369","56881","6793","22986245","218437","2705286","11765","377000","208244343","1906763","16426","502477","110743","6561","1818","19534","20788","46867","36","0","0","34.25850608704646"
"320","DJ NWP","Indonesia","Electronic","N/A","17392","25197","102487","123849866","786214","63607","8335","1400000","386758278","681206","136918","86700","3837","921","14","26839","N/A","N/A","N/A","N/A","N/A","N/A"
"321","The Martinez Brothers","United States","Electronic","Big Indie Labels, Universal Music Group, Sony Music Entertainment","17452","15740","249218","253885554","743082","11543389","39089","74800","32532445","376510","16666","1671","905128","718953","35335","271155","32520","334","187","68","5109","72642.87816788578"
"322","Mr. Oizo","France","Electronic","Big Indie Labels, Warner Music Group","17474","12600","261245","241501178","1090458","11451932","28819","N/A","N/A","N/A","28429","30300","194414","291528","174588","74452","8161","3585","221","10","2306","1316.6179606911728"
"323","Erick Morillo","United States","Electronic","Big Indie Labels","17492","10602","94233","67741163","2125008","2392810","63606","39600","16758009","45698","N/A","N/A","202962","491372","50913","109954","34023","18755","496","40","2110","10835.969745995739"
"324","Sébastien Tellier","France","Pop","Universal Music Group, Big Indie Labels, BMG","17564","17537","271857","240485954","607206","8126834","25242","27800","78048763","612245","27776","N/A","102247","221911","176867","100395","14737","43819","251","5","44","143.2533984935561"
"325","Benjamin Diamond","France","Electronic","N/A","17575","4030","26301","546816358","5630761","28075791","116667","70","6030237","42551","216976","N/A","N/A","16924","6812","3472","26745","87164","53","0","0","42.88241556535368"
"326","Karen Harding","United Kingdom","Electronic","Sony Music Entertainment, Big Indie Labels, Universal Music Group, Warner Music Group","17614","7942","66153","695790681","1781602","22867576","9441","65200","109010427","770052","36565","16366","31030","45859","9500","13309","5727","2616","237","33","1176","5332.298459702972"
"327","Alesha Dixon","United Kingdom","Pop","Warner Music Group","17615","24753","272479","92083143","518535","3287156","23789","173000","128677366","682567","11754","120173","1205192","434719","41577","1397","7015","N/A","N/A","N/A","N/A","N/A"
"328","The Underdog Project","Germany","Electronic","Big Indie Labels","17627","8040","47375","417355975","2276031","13532255","81788","N/A","N/A","N/A","N/A","N/A","414","N/A","14048","N/A","3228","42415","37","0","0","34.00160574324292"
"329","ERIICE","Sweden","Electronic","Big Indie Labels, Warner Music Group, Sony Music Entertainment","17645","6936","17628","167899498","3346016","34050734","328677","N/A","N/A","N/A","190901","115","22751","876","235","1446","22258","16317","77","0","0","138.69815436000775"
"330","Kolter","Germany","Electronic","Big Indie Labels, Universal Music Group, Sony Music Entertainment","17662","17205","75780","122082228","1146943","9530487","40259","23200","10646714","166325","34802","N/A","114471","21287","2387","95959","21217","66","204","143","12061","54628.16975346501"
"331","CHASHKAKEFIRA","Ukraine","Electronic","Big Indie Labels, Sony Music Entertainment","17663","12122","53461","159424721","1725247","2894688","17422","101000","62836917","828573","73826","107093","6283","N/A","2346","6394","317517","29799","23","0","0","32.37178265794148"
"332","LUNAX","Germany","Electronic","Big Indie Labels, Sony Music Entertainment, Universal Music Group, Warner Music Group","17722","8531","85803","551721028","1960631","16985790","30351","40500","64136879","501622","48174","86971","82888","4168","10347","403","6085","7145","98","7","119","475.5447178127083"
"333","BISCITS","United Kingdom","Electronic","Big Indie Labels, Universal Music Group, Sony Music Entertainment","17796","9481","103716","409532167","1238928","28332027","54000","19400","10013780","187192","38752","6453","90371","4713","3462","44672","8687","18","139","78","9434","190815.25784701752"
"334","Braaheim","Norway","Electronic","Big Indie Labels, Universal Music Group","17823","5972","60811","796378155","3356848","37992504","64414","7520","4486398","32127","52830","46686","5068","666","1113","2516","11616","6032","112","2","67","378.81870920435136"
"335","Drenchill","Portugal","Electronic","Sony Music Entertainment, Universal Music Group, Big Indie Labels","17886","9704","36960","469355436","1198571","12569451","12158","11","248290209","1708398","108769","N/A","35553","6915","6903","319","4186","21627","83","2","27","182.70438691265073"
"336","Brooks","Netherlands","Electronic","Big Indie Labels, Universal Music Group, Warner Music Group, Sony Music Entertainment","17920","5207","320711","1207139867","1543643","32606522","20670","56200","303518656","2583936","42221","N/A","129806","94837","45969","48767","25140","4670","142","36","5213","2221.9156123490047"
"337","Michael Calfan","France","Electronic","Warner Music Group, Big Indie Labels","17947","9547","156217","679909599","1289015","17682515","31863","43000","79061812","762742","46999","8143","49919","252825","31563","98329","7131","7791","242","29","2095","7220.31625456313"
"338","ACINA","Germany","Electronic","Big Indie Labels","17955","33032","73275","10337962","429592","4532288","18992","56400","9112102","203841","112014","9427","9604","53873","2235","8415","214855","35968","18","0","0","30.534306668153032"
"339","Anthony Keyrouz","Lebanon","Electronic","Big Indie Labels","17966","8025","49448","804872156","1486200","20789871","18999","21200","84410242","559699","154686","N/A","13617","9747","1760","17807","10500","1813","38","1","114","2100.0958374635757"
"340","Tom Enzy","Portugal","Electronic","Big Indie Labels, Warner Music Group, Universal Music Group, Sony Music Entertainment","17968","11443","53463","267793103","1796198","16776304","79938","9570","4047433","60131","38202","8093","271982","118799","3384","59080","10765","214","237","46","1276","19844.69622733399"
"341","Sakar Prod","Turkey","Electronic","Other Indie / Unsigned","17988","21410","18917","74622083","1174937","72951","18444","137000","196831379","1092416","42991","2","333627","N/A","164","9","N/A","N/A","N/A","N/A","N/A","N/A"
"342","Dombresky","France","Electronic","Big Indie Labels, Warner Music Group, BMG, Sony Music Entertainment","18017","16415","145427","259608228","613928","13684084","33382","74200","20157510","298396","10029","129091","256560","59346","4390","67276","12053","228","114","65","4847","47268.814102644086"
"343","EDX","Switzerland","Electronic","Big Indie Labels, Warner Music Group","18038","7599","203515","977719414","1214161","23088138","31170","61700","314190582","2185892","33165","1074","229085","330767","41451","168201","3752","4495","668","96","11399","34171.91560797461"
"344","Oaks","Sweden","Electronic","Big Indie Labels, Warner Music Group, Sony Music Entertainment, Universal Music Group","18040","5941","12753","233054226","2653370","51799782","N/A","N/A","N/A","N/A","800235","229","N/A","N/A","N/A","N/A","7759","1682","50","13","338","2631.72677597398"
"345","Ship Wrek","United States","Electronic","Big Indie Labels, Universal Music Group, Sony Music Entertainment, Warner Music Group","18149","10813","105635","300027377","1203726","23280938","24970","15500","171525236","2621294","53996","101608","71935","20188","3089","112901","13647","727","73","36","2364","10224.56554558379"
"346","Dennis Quin","Netherlands","Electronic","Big Indie Labels","18175","12766","16409","136743531","1837917","7707837","193867","185","898916","12102","34462","11454","32641","6092","717","23834","39690","868","279","73","2419","19651.218259403086"
"347","Jafunk","Germany","Electronic","Big Indie Labels, Universal Music Group","18212","17391","56106","217800098","991378","9217117","37691","27400","9133234","226881","23332","102773","197017","62201","2988","19975","23489","12887","66","3","232","209.8036127148634"
"348","Global Deejays","Netherlands","Electronic","Sony Music Entertainment, Universal Music Group","18214","12269","87010","209103562","1613565","6097898","42366","24100","52636855","344189","85443","N/A","7604","64499","44034","10773","3507","12692","217","4","95","253.3532704981544"
"349","Shakedown","Switzerland","Electronic","Big Indie Labels","18221","12316","35554","152126220","1718181","10217229","112525","N/A","N/A","N/A","186395","N/A","10106","5617","3056","5428","7035","693","77","13","4146","22398.47282444641"
"350","OMNOM","United States","Electronic","Big Indie Labels","18225","10686","39773","91647408","1381957","36455312","N/A","N/A","N/A","N/A","45549","10431","58197","5580","495","34254","42545","133","57","28","4263","34671.70639193149"
"351","Lucky Luke","Lithuania","Electronic","Big Indie Labels, Sony Music Entertainment","18233","7081","149711","858859424","1428375","22095639","15452","54600","324345407","2761068","124339","18776","14802","5731","24329","22627","6565","6059","96","3","73","572.0060911587827"
"352","Cumbiafrica","Spain","Electronic","Big Indie Labels, Warner Music Group, Sony Music Entertainment, Universal Music Group","18263","7482","34820","416606513","1911770","15920070","33065","31600","60092283","526001","116295","2158","19243","1870","2396","N/A","11507","542","90","18","770","18570.34512911967"
"353","Mind Enterprises","Spain","Electronic","Big Indie Labels, Sony Music Entertainment","18267","25309","127422","55786075","1099759","3283976","40922","29500","3849905","52975","16399","51327","698769","37428","4390","8876","14359","14821","68","8","279","347.730029991149"
"354","DJ Daddy Trance","Germany","Electronic","Big Indie Labels, Sony Music Entertainment, Universal Music Group","18297","11340","31648","154236171","1318270","8071198","27220","37200","9828182","106628","N/A","N/A","N/A","N/A","2325","N/A","100766","103","38","18","4141","35510.127098925324"
