"Track title","Track release date","Track label","Track genre","Track subgenre 1","Track subgenre 2","Track artists","Viberate rank 1w","Viberate rank 1m","Viberate rank 3m","Viberate rank 12m","Viberate rank Alltime","Viberate score 1w","Viberate score 1m","Viberate score 3m","Viberate score 12m","Viberate score Alltime","Spotify streams 1w","Spotify streams 1m","Spotify streams 3m","Spotify streams 12m","Spotify streams Alltime","Youtube views 1w","Youtube views 1m","Youtube views 3m","Youtube views 12m","Youtube views Alltime","Airplay spins 1w","Airplay spins 1m","Airplay spins 3m","Airplay spins 12m","Airplay spins Alltime","Soundcloud plays 1w","Soundcloud plays 1m","Soundcloud plays 3m","Soundcloud plays 12m","Soundcloud plays Alltime","Shazam shazams 1w","Shazam shazams 1m","Shazam shazams 3m","Shazam shazams 12m","Shazam shazams Alltime"
"Feeling Good","2024-04-12","N/A","Electronic","N/A","N/A","Hypaton, David Guetta","N/A","N/A","N/A","N/A","33348","N/A","N/A","N/A","N/A","17223743.994999997","N/A","N/A","N/A","20054071","60124271","N/A","N/A","N/A","322875","1479743","N/A","N/A","N/A","5378","N/A","N/A","N/A","N/A","67976","221102","N/A","N/A","N/A","0","134745"
"Sleepless Nights","2025-08-07","N/A","Electronic","N/A","N/A","Armin Van Buuren, Martin Garrix, Libby Whitehouse","N/A","N/A","N/A","N/A","34196","N/A","N/A","N/A","N/A","16819117.645","N/A","N/A","N/A","11362183","12185854","N/A","N/A","N/A","1217626","1932390","N/A","N/A","N/A","23407","N/A","N/A","N/A","N/A","78246","83314","N/A","N/A","N/A","N/A","N/A"
"For An Angel - PVD Angel In Heaven Radio Edit","1994-12-05","N/A","Electronic","N/A","N/A","Paul van Dyk","N/A","N/A","N/A","N/A","36586","N/A","N/A","N/A","N/A","15795444.864999998","N/A","N/A","N/A","20896809","94486281","N/A","N/A","N/A","2997","20193","N/A","N/A","N/A","141","N/A","N/A","N/A","N/A","17732","36593","N/A","N/A","N/A","N/A","N/A"
"Like A Prayer","2023-09-22","N/A","Electronic","N/A","N/A","LSR/CITY, Gareth Emery, Annabel","N/A","N/A","N/A","N/A","36834","N/A","N/A","N/A","N/A","15692865.295","N/A","N/A","N/A","6855459","21129014","N/A","N/A","N/A","1525972","4690899","N/A","N/A","N/A","30374","N/A","N/A","N/A","N/A","62342","223133","N/A","N/A","N/A","0","94737"
"In Your Arms Tonight","2025-04-03","N/A","Electronic","N/A","N/A","ASPARAGUSproject, Alisha Larry","N/A","N/A","N/A","N/A","36970","N/A","N/A","N/A","N/A","15632951.25","N/A","N/A","N/A","504045","509166","N/A","N/A","N/A","18805478","18805590","N/A","N/A","N/A","186","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"without u","2024-11-22","N/A","Electronic","N/A","N/A","LSR/CITY, Gareth Emery, Annabel","N/A","N/A","N/A","N/A","36995","N/A","N/A","N/A","N/A","15626189.750000004","N/A","N/A","N/A","7146339","9761885","N/A","N/A","N/A","13153710","23520747","N/A","N/A","N/A","2961","N/A","N/A","N/A","N/A","2308","2377","N/A","N/A","N/A","0","26614"
"Café Del Mar - Three 'n One Radio Edit","2005-07-28","N/A","Electronic","N/A","N/A","Energy 52","N/A","N/A","N/A","N/A","37064","N/A","N/A","N/A","N/A","15606251.745000001","N/A","N/A","N/A","8906385","50645606","N/A","N/A","N/A","2350072","6158003","N/A","N/A","N/A","87","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","754117"
"Great Spirit","2016-12-12","N/A","Electronic","N/A","N/A","Armin Van Buuren, Vini Vici, Hilight Tribe","N/A","N/A","N/A","N/A","38665","N/A","N/A","N/A","N/A","14984526.04","N/A","N/A","N/A","15896718","203124041","N/A","N/A","N/A","29192","433932","N/A","N/A","N/A","9754","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5931","2851102"
"Guiding Light","2020-07-27","N/A","Electronic","N/A","N/A","Paul van Dyk, Sue McLaren","N/A","N/A","N/A","N/A","39142","N/A","N/A","N/A","N/A","14818007.625","N/A","N/A","N/A","544314","5518288","N/A","N/A","N/A","16495759","460693040","N/A","N/A","N/A","2109","N/A","N/A","N/A","N/A","1474","12759","N/A","N/A","N/A","0","47241"
"Ecstasy - Morten Granau Remix","2018-12-21","N/A","Electronic","N/A","N/A","ATB, Morten Granau","N/A","N/A","N/A","N/A","39197","N/A","N/A","N/A","N/A","14797719.160000002","N/A","N/A","N/A","3105271","22556061","N/A","N/A","N/A","13120950","140074908","N/A","N/A","N/A","4738","N/A","N/A","N/A","N/A","17374","105446","N/A","N/A","N/A","0","410040"
