"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers Total","Spotify Streams Total","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers Total","YouTube Views Total","YouTube Likes Total","Social Rank","TikTok Followers Total","Instagram Followers Total","Facebook Followers Total","Deezer Fans Total","SoundCloud Followers Total","Radio Airplay Rank","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points Total"
"84","Midnight","United States","Metal","Big Indie Labels","78784","94558","83341","33068219","36907","281878","285175","N/A","N/A","N/A","64491","N/A","72500","102220","5287","N/A","33248","30756","115","0","0","109.84330279113463"
"85","D.O.D.","Mexico","Metal","N/A","78863","105007","384","4773810","117008","257384","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3771","N/A","N/A","N/A","N/A","N/A"
"86","Skeletonwitch","United States","Metal","Other Indie / Unsigned","79874","98258","92327","30916497","25582","277890","119164","N/A","N/A","N/A","49376","N/A","27411","166511","8216","N/A","45786","N/A","N/A","N/A","N/A","N/A"
"87","Noelle dos Anjos","Brazil","Metal","Other Indie / Unsigned","80282","629936","99","7557","25","7078","46525","108000","15342606","501689","40532","3398","55598","34775","57","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"88","Carnivore A.D.","United States","Metal","N/A","80384","76329","94614","16952013","67007","216330","N/A","N/A","N/A","N/A","362833","N/A","5052","N/A","4389","N/A","42900","N/A","N/A","N/A","N/A","N/A"
"89","Torture Squad","Brazil","Metal","Sony Music Entertainment","80411","161603","38523","4699883","9147","174729","75018","25600","3456231","113010","70395","N/A","51017","95243","11479","N/A","38282","N/A","N/A","N/A","N/A","N/A"
"90","Artillery","Denmark","Metal","Big Indie Labels","81040","89419","96686","11567799","43456","860116","229312","N/A","N/A","N/A","122895","N/A","N/A","66182","6153","N/A","21017","N/A","N/A","N/A","N/A","N/A"
"91","Sanctuary","United States","Metal","Other Indie / Unsigned","81930","101833","82861","10578404","32987","342656","148239","N/A","N/A","N/A","55122","N/A","8980","53264","5480","N/A","24174","N/A","N/A","N/A","N/A","N/A"
"92","Metal Allegiance","United States","Metal","Big Indie Labels","83063","137651","34373","11815526","20646","69501","69562","30500","11619269","151554","63436","N/A","61617","86159","4907","N/A","51552","N/A","N/A","N/A","N/A","N/A"
"93","Hamulec","Poland","Metal","Other Indie / Unsigned","83382","148182","18769","4766803","30221","10241","83203","6590","1227863","32362","87461","N/A","35703","14928","147","N/A","280707","N/A","N/A","N/A","N/A","N/A"
