"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 1w","Spotify Followers Total","Spotify Streams 1w","Spotify Streams Total","Spotify Monthly Listeners 1w","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 1w","YouTube Subscribers Total","YouTube Views 1w","YouTube Views Total","YouTube Likes 1w","YouTube Likes Total","Social Rank","TikTok Followers 1w","TikTok Followers Total","TikTok Likes 1w","TikTok Views 1w","Instagram Followers 1w","Instagram Followers Total","Instagram Likes 1w","Facebook Followers 1w","Facebook Followers Total","Deezer Fans 1w","Deezer Fans Total","SoundCloud Followers 1w","SoundCloud Followers Total","SoundCloud Plays 1w","Shazam Shazams 1w","Radio Airplay Rank","Radio Airplay Spins 1w","Radio Airplay Countries with Spins 1w","Radio Airplay Stations with Spins 1w","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 1w","Beatport Track Performance Points Total"
"373","Jason Becker","United States","Metal","Other Indie / Unsigned","31440","61280","305","140769","118164","39390633","-5173","110499","494112","35441","0","101000","39737","20586933","1029","475277","39075","N/A","N/A","N/A","N/A","331","131922","2818","-104","357567","19","24502","N/A","N/A","N/A","1","94476","14","8","9","N/A","N/A","N/A","N/A","N/A","N/A"
"374","For Today","United States","Metal","Other Indie / Unsigned","31526","41408","593","228098","227275","109743388","2815","155849","836397","37603","0","116000","19662","28119575","297","300384","41590","N/A","N/A","N/A","N/A","184","62012","23","-3","374874","17","48637","0","5302","0","18","23760","135","13","26","N/A","N/A","N/A","N/A","N/A","N/A"
"375","Not Enough Space","United States","Metal","Big Indie Labels","31613","35383","345","162780","307001","43602715","-3148","262079","1223176","38495","200","60100","40552","6337799","661","202244","26210","5","180235","1114","0","7","133893","1478","104","44319","26","3057","0","55","0","0","83600","3","2","3","N/A","N/A","N/A","N/A","N/A","N/A"
"376","Edu Falaschi","Brazil","Metal","Big Indie Labels","31646","63680","132","75102","58414","18085871","350","73554","252142","32492","0","135000","80494","15807153","1843","761464","36649","19","7016","76","0","161","296981","1183","-151","180632","21","39717","N/A","N/A","N/A","4","46698","57","10","23","N/A","N/A","N/A","N/A","N/A","N/A"
"377","Carnifex","United States","Metal","Big Indie Labels","31711","41798","345","281532","164914","93937826","-1592","159908","609868","51131","0","58400","6887","22522942","84","352950","29663","47","2683","263","0","122","195940","704","-304","604688","29","53664","N/A","N/A","N/A","1","11607","428","10","23","N/A","N/A","N/A","N/A","N/A","N/A"
"378","Body Count","United States","Metal","Sony Music Entertainment","31765","29327","427","339329","244340","134280356","-2878","285365","3162225","54711","N/A","N/A","N/A","N/A","N/A","N/A","40185","N/A","N/A","N/A","N/A","122","160591","299","0","283058","101","55613","N/A","N/A","N/A","1","11313","415","28","115","N/A","N/A","N/A","N/A","N/A","N/A"
"379","Wintersun","Finland","Metal","Big Indie Labels","31842","38035","249","234649","173402","81766494","-2895","164668","2005972","38437","100","98100","69124","32647236","738","513356","42470","N/A","N/A","N/A","N/A","40","74681","82","0","348219","24","45122","N/A","N/A","N/A","0","32008","127","12","27","N/A","N/A","N/A","N/A","N/A","N/A"
"380","Massacration","Brazil","Metal","Other Indie / Unsigned","31852","62064","291","147780","100376","35247099","-703","94467","128765","32271","0","114000","28402","43337022","277","1747919","14370","-11","102129","456","0","115","363237","4842","-49","289951","27","33518","1","140","76","11","77186","22","5","9","N/A","N/A","N/A","N/A","N/A","N/A"
"381","Xandria","Germany","Metal","Big Indie Labels, BMG","31949","44095","343","239203","132263","86288081","-1833","138849","749000","33362","0","60400","62075","74090626","458","640539","46247","N/A","N/A","N/A","N/A","3","64575","92","0","346058","85","91524","2","1318","422","2","9493","567","25","100","N/A","N/A","N/A","N/A","N/A","N/A"
"382","Dark Funeral","Sweden","Metal","Sony Music Entertainment","31983","50039","286","296008","74926","49826114","-1042","67388","982686","43642","0","80200","11518","24569243","125","293620","23858","1","3309","3","0","-79","298494","156","-484","946367","49","107479","N/A","N/A","N/A","5","25623","160","13","31","N/A","N/A","N/A","N/A","N/A","N/A"
"383","Oceans Ate Alaska","United Kingdom","Metal","Big Indie Labels","32006","34995","206","216878","186510","138828056","-1352","181348","2200481","38887","0","105000","35344","42735719","397","538860","41761","N/A","N/A","N/A","N/A","-68","108443","13","-152","341188","20","24021","N/A","N/A","N/A","1","56889","45","6","8","N/A","N/A","N/A","N/A","N/A","N/A"
"384","Cattle Decapitation","United States","Metal","Big Indie Labels, Sony Music Entertainment","32248","37630","430","287102","239839","116844723","-433","149651","2016712","47756","100","70000","8884","12692649","104","206505","33894","N/A","N/A","N/A","N/A","102","212709","166","-134","345731","56","33609","N/A","N/A","N/A","0","37251","55","12","19","N/A","N/A","N/A","N/A","N/A","N/A"
"385","Destruction","Germany","Metal","Big Indie Labels","32282","49199","421","312019","86495","37352569","-1458","88147","1108189","58023","0","38900","932","5612947","12","75717","31911","N/A","N/A","N/A","N/A","161","149220","1507","-393","590608","53","88024","1","787","301","0","8873","558","29","101","N/A","N/A","N/A","N/A","N/A","N/A"
"386","Haggard","Germany","Metal","BMG","32314","37955","354","223175","183460","91599340","-3795","188500","487697","36554","100","99300","37783","39253494","329","366525","42974","N/A","N/A","N/A","N/A","76","32870","54","-136","400647","31","66658","N/A","N/A","N/A","28","30323","118","10","25","N/A","N/A","N/A","N/A","N/A","N/A"
"387","Any Given Day","Germany","Metal","Other Indie / Unsigned","32318","37116","199","137450","191042","100991886","-2708","206463","2899663","35637","0","117000","21750","59147538","85","587894","24578","0","9505","24","0","20","43496","1642","0","82423","28","17049","2","27580","151","1","17432","213","15","43","N/A","N/A","N/A","N/A","N/A","N/A"
"388","Dimebag Darrell","United States","Metal","Other Indie / Unsigned","32507","57634","665","144666","91557","10325606","1669","129833","92030","153680","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2728","702802","9217","-15","2794762","11","59451","N/A","N/A","N/A","0","213013","5","2","4","N/A","N/A","N/A","N/A","N/A","N/A"
"389","King 810","United States","Metal","Warner Music Group, Big Indie Labels","32513","46190","136","137635","256781","127151008","-5301","165932","595300","29946","0","149000","125177","59118708","842","701653","54111","12","6106","35","0","9","48813","263","-5","83318","16","9190","4","4779","322","4","36383","78","6","9","N/A","N/A","N/A","N/A","N/A","N/A"
"390","Emigrate","United States","Metal","Other Indie / Unsigned","32656","31118","240","240996","199705","131348719","-1600","241933","1407046","39629","0","150000","26183","28587564","186","457052","57677","32","10536","48","0","-23","84929","1","-54","126753","33","49533","1","1047","92","13","29688","114","13","33","N/A","N/A","N/A","N/A","N/A","N/A"
"391","The Sword","United States","Metal","Big Indie Labels","32702","29707","366","256774","326918","179985160","-3656","284193","1693903","41989","0","40900","7775","15056705","65","161133","51796","N/A","N/A","N/A","N/A","308","76610","270","-29","183369","48","18424","7","3354","903","0","28974","127","12","35","N/A","N/A","N/A","N/A","N/A","N/A"
"392","Andrew Baena","Canada","Metal","Big Indie Labels","32734","57328","52","28965","134042","43440757","-1251","181863","864132","22014","0","341000","116458","108919618","3050","4246018","26312","-300","946315","333","0","-26","138715","656","0","125809","9","416","0","3549","115","0","384964","0","0","0","N/A","N/A","N/A","N/A","N/A","N/A"
"393","Candlemass","Sweden","Metal","Big Indie Labels","32782","35182","551","311245","222528","85345304","-3353","199843","1188815","72344","0","46","13447","13243271","201","217261","48412","N/A","N/A","N/A","N/A","31","73517","423","-41","247853","55","31808","N/A","N/A","N/A","91","13173","378","25","79","N/A","N/A","N/A","N/A","N/A","N/A"
"394","LADYBABY","Japan","Metal","N/A","32869","57313","374","135193","119345","44107841","-1833","122316","212477","26218","0","351000","0","79281746","0","1287537","N/A","N/A","N/A","N/A","N/A","2","28627","32","0","58377","24","4707","N/A","N/A","N/A","0","63870","41","3","3","N/A","N/A","N/A","N/A","N/A","N/A"
"395","WARGASM (UK)","United Kingdom","Metal","Big Indie Labels, Universal Music Group","32945","27095","288","148826","386234","96514879","-9251","444295","3937201","40626","0","61300","5994","9220359","66","221988","58028","11","9875","211","0","291","76658","1037","317","31221","28","6125","6","1715","1294","1","158113","9","4","5","61801","15","1","10","6.6818810475615305","24.00366372420484"
