"Track title","Track release date","Track label","Track genre","Track subgenre 1","Track subgenre 2","Track artists","Viberate rank 1w","Viberate rank 1m","Viberate rank 3m","Viberate rank 12m","Viberate rank Alltime","Viberate score 1w","Viberate score 1m","Viberate score 3m","Viberate score 12m","Viberate score Alltime","Spotify streams 1w","Spotify streams 1m","Spotify streams 3m","Spotify streams 12m","Spotify streams Alltime","Youtube views 1w","Youtube views 1m","Youtube views 3m","Youtube views 12m","Youtube views Alltime","Airplay spins 1w","Airplay spins 1m","Airplay spins 3m","Airplay spins 12m","Airplay spins Alltime","Soundcloud plays 1w","Soundcloud plays 1m","Soundcloud plays 3m","Soundcloud plays 12m","Soundcloud plays Alltime","Shazam shazams 1w","Shazam shazams 1m","Shazam shazams 3m","Shazam shazams 12m","Shazam shazams Alltime"
"Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)","2010-05-07","N/A","Pop","N/A","N/A","Shakira, Freshlyground","N/A","N/A","N/A","N/A","2536","N/A","N/A","N/A","N/A","134522518.41500002","N/A","N/A","N/A","117391051","1042112205","N/A","N/A","N/A","11510731","241335703","N/A","N/A","N/A","71847","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Sítio do Seu Lobato","2014-07-01","N/A","Pop","N/A","N/A","Galinha Pintadinha","N/A","N/A","N/A","N/A","2542","N/A","N/A","N/A","N/A","134165723.89999999","N/A","N/A","N/A","10370513","34339754","N/A","N/A","N/A","151724758","1390021680","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","29","8349"
"Como Tu Mujer","1991-06-10","N/A","Pop","N/A","N/A","Rocío Dúrcal","N/A","N/A","N/A","N/A","2556","N/A","N/A","N/A","N/A","133481673.56","N/A","N/A","N/A","69517801","293256568","N/A","N/A","N/A","87216502","401445518","N/A","N/A","N/A","44211","N/A","N/A","N/A","N/A","7121","42948","N/A","N/A","N/A","N/A","N/A"
"Nena Moxita","2024-09-26","N/A","Latin","N/A","N/A","El Bogueto, Yeri Mua, Uzielito Mix","N/A","N/A","N/A","N/A","2565","N/A","N/A","N/A","N/A","133188794.79999998","N/A","N/A","N/A","105135632","164499987","N/A","N/A","N/A","67929439","115670970","N/A","N/A","N/A","1301","N/A","N/A","N/A","N/A","259344","2059877","N/A","N/A","N/A","N/A","N/A"
"El Perdedor","2014-01-01","N/A","Pop","N/A","N/A","Enrique Iglesias, Marco Antonio Solis","N/A","N/A","N/A","N/A","2570","N/A","N/A","N/A","N/A","133091717.32","N/A","N/A","N/A","29303018","346272820","N/A","N/A","N/A","118953920","1651495466","N/A","N/A","N/A","26508","N/A","N/A","N/A","N/A","9550","68202","N/A","N/A","N/A","N/A","N/A"
"fantasmas","2023-11-17","N/A","Pop","N/A","N/A","Humbe","N/A","N/A","N/A","N/A","2581","N/A","N/A","N/A","N/A","132867450.75","N/A","N/A","N/A","100455823","300856080","N/A","N/A","N/A","73640913","226661319","N/A","N/A","N/A","4180","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Addicted to You","2010-10-19","N/A","Pop","N/A","N/A","Shakira","N/A","N/A","N/A","N/A","2594","N/A","N/A","N/A","N/A","132383092.915","N/A","N/A","N/A","104339889","313859436","N/A","N/A","N/A","72615338","508026752","N/A","N/A","N/A","32206","N/A","N/A","N/A","N/A","25238","82278","N/A","N/A","N/A","6443","2074380"
"Macarena - Bayside Boys Remix","1995-01-01","N/A","Pop","N/A","N/A","Los Del Rio","N/A","N/A","N/A","N/A","2607","N/A","N/A","N/A","N/A","131699583.38999999","N/A","N/A","N/A","11641766","136428961","N/A","N/A","N/A","85330875","433345194","N/A","N/A","N/A","38885","N/A","N/A","N/A","N/A","3535","340890","N/A","N/A","N/A","N/A","N/A"
"Vagabundo","2025-10-09","N/A","Latin","N/A","N/A","Gusttavo Lima, Luis Fonsi","N/A","N/A","N/A","N/A","2644","N/A","N/A","N/A","N/A","130397165.855","N/A","N/A","N/A","84115584","83072679","N/A","N/A","N/A","50431313","51905666","N/A","N/A","N/A","17763","N/A","N/A","N/A","N/A","316","326","N/A","N/A","N/A","N/A","N/A"
"Try Everything - z filmu "Zwierzogród"","2016-02-05","N/A","Pop","N/A","N/A","Shakira","N/A","N/A","N/A","N/A","2671","N/A","N/A","N/A","N/A","129405498.58499998","N/A","N/A","N/A","117419591","551286346","N/A","N/A","N/A","58596950","913465197","N/A","N/A","N/A","12966","N/A","N/A","N/A","N/A","136791","495939","N/A","N/A","N/A","N/A","N/A"
"Tattoo - Remix with Camilo","2020-07-09","N/A","Latin","N/A","N/A","Rauw Alejandro, Camilo","N/A","N/A","N/A","N/A","2680","N/A","N/A","N/A","N/A","129245024.89500001","N/A","N/A","N/A","94469312","782449844","N/A","N/A","N/A","57660459","1089649814","N/A","N/A","N/A","37471","N/A","N/A","N/A","N/A","226635","2427814","N/A","N/A","N/A","N/A","N/A"
"Noviembre Sin Ti","2005-03-02","N/A","Pop","N/A","N/A","Reik","N/A","N/A","N/A","N/A","2700","N/A","N/A","N/A","N/A","128744100.45000002","N/A","N/A","N/A","79015305","410835666","N/A","N/A","N/A","64925296","533829583","N/A","N/A","N/A","55761","N/A","N/A","N/A","N/A","6701","55520","N/A","N/A","N/A","N/A","N/A"
