"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers Total","Spotify Streams Total","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers Total","YouTube Views Total","YouTube Likes Total","Social Rank","TikTok Followers Total","Instagram Followers Total","Facebook Followers Total","Deezer Fans Total","SoundCloud Followers Total","Radio Airplay Rank","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points Total"
"168","The Quick Style","Norway","Pop","N/A","2552","92152","3377","18515645","62052","338568","2441","3740000","1172521827","43570183","232","2982263","5667420","498642","23","37","412918","N/A","N/A","N/A","N/A","N/A"
"169","The XX","United Kingdom","Pop","Other Indie / Unsigned","2589","1672","3826054","3470142357","4868065","45109836","5827","1160000","786350293","4367758","3053","N/A","793718","3476902","1090475","70924","2540","21699","124","28","3237","8378.830476020757"
"170","James Blake","United Kingdom","Electronic","Universal Music Group, Sony Music Entertainment, Big Indie Labels, Warner Music Group","2607","1474","1625233","3691389250","11109249","96942656","5673","546000","552986403","6658151","4218","497997","819197","759743","240433","54280","6420","23691","152","15","424","174.48260708141217"
"171","Strawberry Guy","United Kingdom","Rock","Big Indie Labels, Sony Music Entertainment","2611","1450","1388871","1552204572","11253358","19430709","17208","149000","28933504","727641","14475","212697","172126","N/A","46234","37904","71407","N/A","N/A","N/A","N/A","N/A"
"172","Andy Grammer","United States","Pop","BMG, Big Indie Labels","2620","1269","1373073","3804586129","8740902","49826433","5179","1150000","929787315","9516915","4898","1572945","812557","1160108","136989","20708","3594","68550","7","1","6","41.48725435551171"
"173","Dimash Qudaibergen","Kazakhstan","Pop","Sony Music Entertainment, Warner Music Group","2639","25870","469209","205321963","283559","402621","1444","3350000","614820091","13083503","2554","607781","4571340","396740","16198","636","9260","N/A","N/A","N/A","N/A","N/A"
"174","Dave Stewart","United Kingdom","Rock","Sony Music Entertainment, Universal Music Group, Warner Music Group","2651","850","103360","2946878530","15974441","100700320","2533","77900","1499965750","10563653","24895","N/A","64517","1017617","103748","375","8384","54729","20","2","167","71.94374659120842"
"175","Sasha Alex Sloan","United States","Pop","Sony Music Entertainment, Universal Music Group, Warner Music Group","2652","1386","1812459","3372359322","8320217","84071257","2364","1860000","1123438650","15231867","19986","30","692394","210856","20653","31884","6956","38485","25","4","54","215.63967882794725"
"176","Two Feet","United States","Pop","Big Indie Labels, Sony Music Entertainment, Universal Music Group","2661","1307","2219273","3480538503","7354614","36439759","2388","1740000","2078616987","27908886","20200","783458","273532","142442","238782","186631","8663","68942","13","1","6","26.15914282277551"
"177","Sheryl Crow","United States","Pop","Big Indie Labels, Universal Music Group, Sony Music Entertainment, BMG, Warner Music Group","2662","1798","1388480","2034722517","7547814","67974920","3368","469000","1120695599","5874780","4432","179348","799955","2038080","212753","6981","403","20289","7","1","11","55.00013827812408"
"178","Ashe","United States","Pop","Universal Music Group, Big Indie Labels","2710","1476","2719705","2592248641","7333922","61199098","5785","777000","477660915","9471444","2253","1391939","1033554","174442","161680","46527","15865","N/A","N/A","N/A","N/A","N/A"
"179","Ela Taubert","Colombia","Pop","Universal Music Group","2711","4419","442119","545417767","3945310","18455381","2524","551000","309177043","2897928","1407","2117344","853192","157103","5269","N/A","6061","N/A","N/A","N/A","N/A","N/A"
"180","Laura Branigan","United States","Pop","N/A","2729","1979","926672","975128723","8525086","42222381","3296","341000","947755147","5703348","N/A","N/A","28751","420447","87599","2292","457","89780","5","0","0","7.4772405416804695"
"181","Phantogram","United States","Pop","Universal Music Group, Big Indie Labels, Warner Music Group, BMG","2752","1428","1047829","2010856071","11132804","40563862","6541","359000","380336978","4170077","8926","54526","219697","408989","86277","92229","5622","22762","37","3","65","84.04359014729408"
"182","Alexander Stewart","Canada","Pop","Sony Music Entertainment, Big Indie Labels","2763","5284","1200682","772158092","2096916","28955378","5271","2720000","398249292","13791151","611","7070339","2291830","415513","25067","30955","5888","37673","11","0","0","27.684867949161113"
"183","Sinéad O'Connor","Ireland","Pop","Big Indie Labels, Sony Music Entertainment, Universal Music Group","2767","2808","1447545","1042025601","5499614","32880944","2042","1380000","1043643416","6325052","40631","N/A","86014","249408","129698","9314","1136","29280","24","2","117","392.9898600643928"
