Festival,Year,Festival_Month,Festival_Month_Num,Festival_Dates,Artist,Country,Overall_Rank,Genre_Rank,Genre,Subgenre_Rank,Subgenre,Festival_Performances_Last_12M
Tecate Pa'l Norte,2024,March,3,Mar 29-31 2024,Santa Fe Klan,MEX,360,60,Hip Hop,48,Contemporary Hip Hop,1
Tecate Pa'l Norte,2024,March,3,Mar 29-31 2024,Danny Ocean,VEN,392,169,Pop,46,Latin Pop,5
Tecate Pa'l Norte,2023,March,3,Mar 31-Apr 02 2023,Billie Eilish,USA,8,6,Pop,6,Mainstream Pop,0
Tecate Pa'l Norte,2023,March,3,Mar 31-Apr 02 2023,Junior H,MEX,112,22,Latin,4,Regional Mexican Music,1
Tecate Pa'l Norte,2023,March,3,Mar 31-Apr 02 2023,Carin Leon,MEX,148,27,Latin,6,Regional Mexican Music,2
Tecate Pa'l Norte,2023,March,3,Mar 31-Apr 02 2023,Sebastian Yatra,COL,152,75,Pop,12,Latin Pop,2
Tecate Pa'l Norte,2023,March,3,Mar 31-Apr 02 2023,Manuel Turizo,COL,162,32,Latin,21,Reggaeton,0
Tecate Pa'l Norte,2023,March,3,Mar 31-Apr 02 2023,Wisin & Yandel,PRI,181,34,Latin,23,Reggaeton,0
Tecate Pa'l Norte,2023,March,3,Mar 31-Apr 02 2023,Ryan Castro,COL,198,42,Latin,25,Reggaeton,0
Tecate Pa'l Norte,2023,March,3,Mar 31-Apr 02 2023,Cris MJ,CHL,262,52,Latin,30,Reggaeton,3
Tecate Pa'l Norte,2023,March,3,Mar 31-Apr 02 2023,Duki,ARG,389,69,Hip Hop,32,Trap,5
Tecate Pa'l Norte,2023,March,3,Mar 31-Apr 02 2023,5 Seconds of Summer,AUS,446,184,Pop,114,Mainstream Pop,0
Tecate Pa'l Norte,2022,April,4,Apr 01-02 2022,Maroon 5,USA,47,29,Pop,27,Mainstream Pop,1
Tecate Pa'l Norte,2022,April,4,Apr 01-02 2022,Blessd,COL,115,23,Latin,15,Reggaeton,2
Tecate Pa'l Norte,2022,April,4,Apr 01-02 2022,Bizarrap,ARG,216,33,Hip Hop,22,Trap,2
Tecate Pa'l Norte,2022,April,4,Apr 01-02 2022,Natanael Cano,MEX,219,46,Latin,12,Regional Mexican Music,1
Tecate Pa'l Norte,2022,April,4,Apr 01-02 2022,Martin Garrix,NLD,246,9,Electronic,10,Dance,22
Tecate Pa'l Norte,2022,April,4,Apr 01-02 2022,Sech,PAN,289,59,Latin,33,Reggaeton,6
Tecate Pa'l Norte,2022,April,4,Apr 01-02 2022,Morat,COL,311,138,Pop,37,Latin Pop,6
Tecate Pa'l Norte,2022,April,4,Apr 01-02 2022,Kenia Os,MEX,344,152,Pop,40,Latin Pop,0
Tecate Pa'l Norte,2022,April,4,Apr 01-02 2022,Tainy,PRI,448,84,Latin,47,Reggaeton,0
Tecate Pa'l Norte,2022,April,4,Apr 01-02 2022,HUGEL,FRA,651,22,Electronic,1,Afro House,21
Tecate Pa'l Norte,2021,November,11,Nov 12-13 2021,Tame Impala,AUS,145,13,Rock,1,Psychedelic Rock,1
Tecate Pa'l Norte,2021,November,11,Nov 12-13 2021,Mon Laferte,CHL,205,95,Pop,22,Latin Pop,7
Tecate Pa'l Norte,2021,November,11,Nov 12-13 2021,Danny Ocean,VEN,392,169,Pop,46,Latin Pop,5
Tecate Pa'l Norte,2021,November,11,Nov 12-13 2021,Foo Fighters,USA,396,28,Rock,18,Alternative Rock,1
Tecate Pa'l Norte,2021,November,11,Nov 12-13 2021,Alejandro Fernandez,MEX,473,88,Latin,25,Regional Mexican Music,1
Tecate Pa'l Norte,2021,November,11,Nov 12-13 2021,Piso 21,COL,525,214,Pop,55,Latin Pop,1
Tecate Pa'l Norte,2021,November,11,Nov 12-13 2021,Juanes,COL,548,219,Pop,57,Latin Pop,4
Tecate Pa'l Norte,2021,November,11,Nov 12-13 2021,Gera MX,MEX,682,123,Hip Hop,89,Contemporary Hip Hop,1
Tecate Pa'l Norte,2021,November,11,Nov 12-13 2021,Los Cadetes de Linares,MEX,1008,185,Latin,53,Regional Mexican Music,0
Tecate Pa'l Norte,2021,November,11,Nov 12-13 2021,Mau y Ricky,VEN,1043,398,Pop,105,Latin Pop,5
Tecate Pa'l Norte,2019,March,3,Mar 22-23 2019,Karol G,COL,18,2,Latin,2,Reggaeton,1
Tecate Pa'l Norte,2019,March,3,Mar 22-23 2019,Alan Walker,NOR,73,3,Electronic,3,Dance,15
Tecate Pa'l Norte,2019,March,3,Mar 22-23 2019,Nicky Jam,USA,77,15,Latin,11,Reggaeton,5
Tecate Pa'l Norte,2019,March,3,Mar 22-23 2019,Arctic Monkeys,GBR,127,11,Rock,1,Indie Rock,0
Tecate Pa'l Norte,2019,March,3,Mar 22-23 2019,LANY,USA,514,210,Pop,27,Indie Pop,4
Tecate Pa'l Norte,2019,March,3,Mar 22-23 2019,Aleman,MEX,542,108,Hip Hop,82,Contemporary Hip Hop,1
Tecate Pa'l Norte,2019,March,3,Mar 22-23 2019,Kings of Leon,USA,749,65,Rock,10,Indie Rock,12
Tecate Pa'l Norte,2019,March,3,Mar 22-23 2019,The 1975,GBR,782,68,Rock,12,Indie Rock,1
Tecate Pa'l Norte,2019,March,3,Mar 22-23 2019,Dread Mar I,ARG,923,7,Reggae,4,Roots Reggae,1
Tecate Pa'l Norte,2019,March,3,Mar 22-23 2019,Jonas Blue,GBR,1060,36,Electronic,40,Dance,2
Tecate Pa'l Norte,2018,April,4,Apr 20-21 2018,Farruko,PRI,85,17,Latin,13,Reggaeton,2
Tecate Pa'l Norte,2018,April,4,Apr 20-21 2018,Sebastian Yatra,COL,152,75,Pop,12,Latin Pop,2
Tecate Pa'l Norte,2018,April,4,Apr 20-21 2018,Morat,COL,311,138,Pop,37,Latin Pop,6
Tecate Pa'l Norte,2018,April,4,Apr 20-21 2018,Muse,GBR,560,45,Rock,27,Alternative Rock,9
Tecate Pa'l Norte,2018,April,4,Apr 20-21 2018,Zoe,MEX,709,62,Rock,44,Pop Rock,4
Tecate Pa'l Norte,2018,April,4,Apr 20-21 2018,Natalia Lafourcade,MEX,979,376,Pop,59,Indie Pop,6
Tecate Pa'l Norte,2018,April,4,Apr 20-21 2018,Bunbury,ESP,1179,112,Rock,79,Pop Rock,0
Tecate Pa'l Norte,2018,April,4,Apr 20-21 2018,Miranda!,ARG,1333,491,Pop,126,Latin Pop,0
Tecate Pa'l Norte,2018,April,4,Apr 20-21 2018,Queens of the Stone Age,USA,1771,161,Rock,77,Alternative Rock,19
Tecate Pa'l Norte,2018,April,4,Apr 20-21 2018,Enjambre,MEX,2250,210,Rock,52,Indie Rock,3
